"month(e.created_at)","Location"
8,POINT(21.997277666667 50.038947)
8,POINT(22.001211833333 50.036484666667)
8,POINT(22.021393 50.029299833333)
8,POINT(22.001028833333 50.034726833333)
8,POINT(22.017589666667 50.019339)
8,POINT(21.976067 50.039455333333)
8,POINT(22.021662 50.017518833333)
8,POINT(21.996212333333 50.039044333333)
8,POINT(22.005273666667 50.037490833333)
8,POINT(22.021664 50.017509666667)
8,POINT(21.987265166667 50.043274333333)
8,POINT(22.021006666667 50.0374975)
8,POINT(22.0024475 50.036889333333)
8,POINT(22.014430833333 50.027588)
8,POINT(22.000077333333 50.026717833333)
8,POINT(22.000084 50.026693666667)
8,POINT(22.021651333333 50.017518833333)
8,POINT(22.021432333333 50.01751)
8,POINT(22.020966333333 50.042098)
8,POINT(22.0036725 50.036173)
8,POINT(21.995129166667 50.020358)
8,POINT(22.000579333333 50.02972)
8,POINT(21.996844666667 50.023563166667)
8,POINT(22.0004815 50.029728)
8,POINT(22.003666166667 50.031329833333)
8,POINT(22.003646166667 50.0313415)
8,POINT(22.004191166667 50.038614)
8,POINT(22.003966333333 50.036753166667)
8,POINT(22.0074395 50.038004666667)
8,POINT(22.003182333333 50.035936166667)
8,POINT(22.003890666667 50.0354815)
8,POINT(22.003644833333 50.031338666667)
8,POINT(22.003657166667 50.03132)
8,POINT(22.003634833333 50.0313465)
8,POINT(22.003719666667 50.031343)
8,POINT(22.003923333333 50.034689666667)
8,POINT(22.003439166667 50.037313833333)
8,POINT(22.003841333333 50.037433)
8,POINT(22.008508333333 50.037177166667)
8,POINT(22.005025 50.037229666667)
8,POINT(22.021687833333 50.036112333333)
8,POINT(22.022254 50.037955166667)
8,POINT(22.002338333333 50.0330785)
8,POINT(22.002277 50.033119666667)
8,POINT(21.999951 50.035907)
8,POINT(22.0030295 50.033619166667)
8,POINT(21.999869333333 50.035852666667)
8,POINT(22.004029333333 50.037370666667)
8,POINT(22.001539166667 50.0377175)
8,POINT(22.006348333333 50.037031333333)
8,POINT(22.006779333333 50.037466333333)
8,POINT(22.004203666667 50.0316195)
8,POINT(22.0078865 50.0366605)
8,POINT(22.008293333333 50.037398)
8,POINT(22.004576666667 50.032839333333)
8,POINT(22.0063325 50.036866166667)
8,POINT(22.007913333333 50.0366855)
8,POINT(22.005441333333 50.033139666667)
8,POINT(22.003149333333 50.033526166667)
8,POINT(22.004241166667 50.031610833333)
8,POINT(22.004194166667 50.0316325)
8,POINT(22.010399 50.035837333333)
8,POINT(22.021956 50.0360635)
8,POINT(22.003704666667 50.031366333333)
8,POINT(22.007928 50.0369255)
8,POINT(22.021655833333 50.017516833333)
8,POINT(22.0041965 50.037166333333)
8,POINT(22.002734 50.034178166667)
8,POINT(22.002924333333 50.033623)
8,POINT(22.003033 50.033626833333)
8,POINT(21.997017 50.03596)
8,POINT(21.997499333333 50.036043333333)
8,POINT(22.017529833333 50.0193255)
8,POINT(22.014150333333 50.028314333333)
8,POINT(22.003820666667 50.037688333333)
8,POINT(21.9968295 50.023597)
8,POINT(21.994149833333 50.019890833333)
8,POINT(21.993266833333 50.013299833333)
8,POINT(22.002757 50.038937833333)
8,POINT(22.0175275 50.019298)
8,POINT(22.014712833333 50.028107833333)
8,POINT(22.002752666667 50.038914333333)
8,POINT(22.0036355 50.031335833333)
8,POINT(22.008180333333 50.0370485)
8,POINT(22.003679666667 50.031338166667)
8,POINT(21.9974975 50.036034166667)
8,POINT(22.004819333333 50.037167166667)
8,POINT(22.0040795 50.036941)
8,POINT(22.0128235 50.019124166667)
8,POINT(22.006745166667 50.029664166667)
8,POINT(22.004532333333 50.030604333333)
8,POINT(22.004026833333 50.037178666667)
8,POINT(22.012789 50.019058333333)
8,POINT(22.006971666667 50.037764333333)
8,POINT(22.006770166667 50.037407666667)
8,POINT(22.0222195 50.038052166667)
8,POINT(22.007376666667 50.0375515)
8,POINT(22.022255 50.038027333333)
8,POINT(22.008777833333 50.039705)
8,POINT(22.001067833333 50.033594)
8,POINT(22.005714166667 50.037488)
8,POINT(22.001575 50.037681)
8,POINT(22.002597333333 50.034287666667)
8,POINT(22.003071166667 50.033533666667)
8,POINT(22.003031666667 50.033585333333)
8,POINT(22.005527 50.037554333333)
8,POINT(22.005531333333 50.037529333333)
8,POINT(22.005512833333 50.037630833333)
8,POINT(21.999291 50.047289666667)
8,POINT(22.007099666667 50.037684833333)
8,POINT(22.002320333333 50.033072)
8,POINT(22.006223166667 50.039509333333)
8,POINT(22.022258333333 50.037973666667)
8,POINT(22.002803166667 50.03871)
8,POINT(22.022291166667 50.0380275)
8,POINT(22.004465833333 50.032929)
8,POINT(22.001305 50.035195333333)
8,POINT(21.998899333333 50.035558833333)
8,POINT(22.005506166667 50.037629666667)
8,POINT(21.999093 50.041632333333)
8,POINT(21.997005166667 50.035915666667)
8,POINT(22.002775333333 50.0385505)
8,POINT(21.9990635 50.041505)
8,POINT(21.9990795 50.041499333333)
8,POINT(22.001346 50.035197166667)
8,POINT(22.004743666667 50.030637333333)
8,POINT(22.003694666667 50.031343)
8,POINT(22.001588833333 50.0313965)
8,POINT(22.003787 50.031354166667)
8,POINT(22.003034666667 50.040600333333)
8,POINT(22.0030955 50.032321333333)
8,POINT(22.0025745 50.032231333333)
8,POINT(22.003932833333 50.031482)
8,POINT(22.001189666667 50.035435)
8,POINT(22.002639166667 50.037905166667)
8,POINT(22.002728 50.038434333333)
8,POINT(21.993365 50.030169333333)
8,POINT(21.968151 50.016690833333)
8,POINT(21.9687805 50.016435166667)
8,POINT(21.994933666667 50.037658)
8,POINT(21.990345 50.042610833333)
8,POINT(22.002783833333 50.037982666667)
8,POINT(22.0056205 50.025445333333)
8,POINT(22.004332333333 50.0198895)
8,POINT(22.012854 50.019220833333)
8,POINT(22.012695333333 50.019285)
8,POINT(22.012675 50.019338833333)
8,POINT(22.013189833333 50.0191855)
8,POINT(22.013243666667 50.019050833333)
8,POINT(22.0055795 50.025157833333)
8,POINT(21.999277 50.012074)
8,POINT(22.0028105 50.037983333333)
8,POINT(22.001704333333 50.037646333333)
8,POINT(22.001362 50.037872833333)
8,POINT(22.002821666667 50.032278833333)
8,POINT(22.001922666667 50.031807833333)
8,POINT(22.002396166667 50.038259166667)
8,POINT(21.994305666667 50.038537833333)
8,POINT(22.004683 50.030585333333)
8,POINT(22.004683 50.030585333333)
8,POINT(22.004676166667 50.030507833333)
8,POINT(22.0046625 50.0305245)
8,POINT(22.004774 50.030591666667)
8,POINT(22.004628666667 50.030508833333)
8,POINT(22.004993833333 50.030429333333)
8,POINT(22.0049745 50.030380833333)
8,POINT(22.004018 50.029841333333)
8,POINT(21.984081833333 50.045153666667)
8,POINT(21.975720833333 50.039624666667)
8,POINT(22.0048155 50.030558666667)
8,POINT(21.984100833333 50.045198666667)
8,POINT(21.981308833333 50.046321666667)
8,POINT(21.987204666667 50.043367333333)
8,POINT(22.007055 50.033100666667)
8,POINT(22.003238 50.032294333333)
8,POINT(22.0046965 50.030456333333)
8,POINT(22.0050645 50.032824333333)
8,POINT(22.003911166667 50.031479333333)
8,POINT(22.0037035 50.0313735)
8,POINT(22.012241166667 50.0346985)
8,POINT(22.003686 50.031370666667)
8,POINT(22.005162833333 50.0303945)
8,POINT(22.0049055 50.0305735)
8,POINT(22.00227 50.033135166667)
8,POINT(21.984117666667 50.045216)
8,POINT(21.99144 50.024523666667)
8,POINT(22.007437833333 50.0379185)
8,POINT(22.004792666667 50.030620333333)
8,POINT(22.004920833333 50.030698333333)
8,POINT(22.012772166667 50.035306166667)
8,POINT(22.012772166667 50.035306166667)
8,POINT(22.005811 50.0313265)
8,POINT(22.001295666667 50.035272333333)
8,POINT(22.003397333333 50.038339833333)
8,POINT(22.021629 50.017548833333)
8,POINT(22.021760333333 50.0175305)
8,POINT(22.00313 50.0336225)
8,POINT(22.003622333333 50.037566)
8,POINT(21.999353166667 50.038371166667)
8,POINT(22.002506833333 50.039292666667)
8,POINT(22.004196333333 50.031712166667)
8,POINT(22.003722 50.031374)
8,POINT(22.008986333333 50.029456166667)
8,POINT(22.008971666667 50.029426333333)
8,POINT(22.0039085 50.0377705)
8,POINT(22.001021666667 50.035384666667)
8,POINT(22.006262333333 50.032301)
8,POINT(21.996954 50.0359445)
8,POINT(21.9760455 50.039454166667)
8,POINT(21.996891666667 50.035813333333)
8,POINT(22.004829 50.030495333333)
8,POINT(22.0037125 50.031359833333)
8,POINT(21.999511666667 50.031829833333)
8,POINT(21.992983 50.019868666667)
8,POINT(22.002654333333 50.0379435)
8,POINT(21.999773666667 50.041227166667)
8,POINT(21.999912166667 50.0412055)
8,POINT(21.996903666667 50.035992166667)
8,POINT(21.996853166667 50.0359645)
8,POINT(21.997666 50.035272166667)
8,POINT(21.997868666667 50.035221333333)
8,POINT(22.004591333333 50.040363666667)
8,POINT(22.017410833333 50.034116)
8,POINT(22.016357166667 50.030582333333)
8,POINT(22.015917666667 50.024801166667)
8,POINT(22.005012 50.034855)
8,POINT(22.0145415 50.027241666667)
8,POINT(22.0078415 50.029733833333)
8,POINT(22.022224 50.0380095)
8,POINT(22.009013333333 50.029434666667)
8,POINT(22.005792833333 50.0245215)
8,POINT(22.013608666667 50.038205)
8,POINT(21.9941475 50.019892)
8,POINT(21.999376166667 50.0405645)
8,POINT(22.022149666667 50.0380115)
8,POINT(22.015330333333 50.027861666667)
8,POINT(22.004752833333 50.030422166667)
8,POINT(22.0035245 50.037847333333)
8,POINT(22.006135 50.024699)
8,POINT(22.015230666667 50.033117666667)
8,POINT(22.013926333333 50.038722166667)
8,POINT(22.015876833333 50.026866333333)
8,POINT(22.005218833333 50.037667833333)
8,POINT(22.002460333333 50.039795)
8,POINT(21.984156 50.045186833333)
8,POINT(21.984061166667 50.045145833333)
8,POINT(22.012802666667 50.019090666667)
8,POINT(22.012965833333 50.019095333333)
8,POINT(22.012788666667 50.019086333333)
8,POINT(21.994391833333 50.030886666667)
8,POINT(22.012896833333 50.019040666667)
8,POINT(21.997621166667 50.021677833333)
8,POINT(22.015669666667 50.026749333333)
8,POINT(22.002777333333 50.0383985)
8,POINT(22.001020166667 50.035254666667)
8,POINT(22.001119666667 50.035286)
8,POINT(21.999060833333 50.041690833333)
8,POINT(21.998973333333 50.041550666667)
8,POINT(21.998785166667 50.041677333333)
8,POINT(22.01287 50.019108333333)
8,POINT(22.012744 50.0265095)
8,POINT(22.012761833333 50.019090666667)
8,POINT(21.9949025 50.038663)
8,POINT(22.004323166667 50.037412)
8,POINT(22.015766 50.0263525)
8,POINT(22.015835166667 50.026539666667)
8,POINT(22.0161215 50.028721166667)
8,POINT(22.004549666667 50.033008666667)
8,POINT(22.012435 50.019101333333)
8,POINT(21.999054666667 50.041549333333)
8,POINT(22.003678333333 50.031359833333)
8,POINT(22.001159666667 50.024997)
8,POINT(22.003660833333 50.031340833333)
8,POINT(21.991508 50.024465)
8,POINT(21.984096 50.045207)
8,POINT(21.9993905 50.031986666667)
8,POINT(21.984143 50.045231666667)
8,POINT(21.991644333333 50.041699166667)
8,POINT(22.0023195 50.033099333333)
8,POINT(22.002400833333 50.032172166667)
8,POINT(22.0012455 50.0347405)
8,POINT(22.003539166667 50.037629833333)
8,POINT(22.015402333333 50.026910166667)
8,POINT(22.017344833333 50.019380166667)
8,POINT(22.0041815 50.037331666667)
8,POINT(22.002417666667 50.032158833333)
8,POINT(22.000788 50.034703833333)
8,POINT(22.0033575 50.037688)
8,POINT(22.002020666667 50.037721666667)
8,POINT(22.001763666667 50.037627)
8,POINT(22.013114166667 50.026622833333)
8,POINT(22.003806 50.036096833333)
8,POINT(22.002716666667 50.0380445)
8,POINT(21.991411666667 50.024581666667)
8,POINT(21.994192166667 50.021358)
8,POINT(21.991437 50.024526666667)
8,POINT(21.997544333333 50.035325)
8,POINT(22.0222705 50.038033333333)
8,POINT(22.007278166667 50.037472166667)
8,POINT(22.003704166667 50.031333333333)
8,POINT(22.017330333333 50.030396166667)
8,POINT(21.992922833333 50.030558)
8,POINT(22.016452166667 50.027411666667)
8,POINT(22.016927333333 50.0214515)
8,POINT(21.999278666667 50.047202333333)
8,POINT(21.998799833333 50.041549666667)
8,POINT(21.976787166667 50.046424333333)
8,POINT(21.999745 50.041189166667)
8,POINT(22.003672166667 50.031341166667)
8,POINT(22.003700666667 50.031323166667)
8,POINT(22.0031685 50.031273666667)
8,POINT(22.011049 50.039026833333)
8,POINT(22.011092333333 50.039166333333)
8,POINT(22.007793666667 50.037698333333)
8,POINT(22.0072095 50.037451833333)
8,POINT(22.011033666667 50.039148833333)
8,POINT(21.992058833333 50.031002833333)
8,POINT(21.998536166667 50.035384833333)
8,POINT(22.00192 50.031438166667)
8,POINT(21.994158333333 50.019885)
8,POINT(22.0020435 50.026353333333)
8,POINT(21.990873166667 50.008667166667)
8,POINT(22.003684833333 50.0313735)
8,POINT(22.00128 50.036541833333)
8,POINT(21.999411666667 50.026837)
8,POINT(21.999269666667 50.04719)
8,POINT(21.999433166667 50.0267825)
8,POINT(21.999473 50.0268305)
8,POINT(21.999496666667 50.026808833333)
8,POINT(22.0127105 50.0190025)
8,POINT(22.012808 50.019071333333)
8,POINT(22.012754833333 50.019123833333)
8,POINT(22.0129705 50.026529166667)
8,POINT(22.005347333333 50.035030333333)
8,POINT(22.002029166667 50.0314835)
8,POINT(22.016616666667 50.026472666667)
8,POINT(22.0168315 50.026499333333)
8,POINT(22.001102833333 50.036343166667)
8,POINT(22.003626 50.031375)
8,POINT(21.994973333333 50.038759)
8,POINT(22.003639166667 50.031379833333)
8,POINT(21.985501833333 50.006984833333)
8,POINT(22.003692666667 50.031317)
8,POINT(22.003688833333 50.031316666667)
8,POINT(22.003667666667 50.031400333333)
8,POINT(21.9966895 50.017437)
8,POINT(21.979546666667 50.0034065)
8,POINT(21.9885915 50.008250333333)
8,POINT(21.9928045 50.0103075)
8,POINT(21.999279333333 50.047260333333)
8,POINT(21.999278166667 50.047225833333)
8,POINT(21.998583333333 50.040797333333)
8,POINT(21.996915833333 50.036005)
8,POINT(22.017523666667 50.01927)
8,POINT(22.0049895 50.030569)
8,POINT(22.0089895 50.029535333333)
8,POINT(21.998858833333 50.020594166667)
8,POINT(22.012956166667 50.026512)
8,POINT(21.994094666667 50.019904166667)
8,POINT(21.9968375 50.023588333333)
8,POINT(22.004147666667 50.037253666667)
8,POINT(21.996839333333 50.023542333333)
8,POINT(21.996838 50.023569333333)
8,POINT(22.012911 50.026372833333)
8,POINT(22.012964333333 50.026579666667)
8,POINT(22.013021 50.026596333333)
8,POINT(21.991548666667 50.008797166667)
8,POINT(22.003949333333 50.031584833333)
8,POINT(22.017597333333 50.0193015)
8,POINT(22.004993666667 50.030569333333)
8,POINT(21.991362 50.024465166667)
8,POINT(22.0052525 50.0305755)
8,POINT(22.0041095 50.029851)
8,POINT(21.999399 50.026828833333)
8,POINT(22.0175225 50.019277666667)
8,POINT(22.005069833333 50.030553333333)
8,POINT(22.004881166667 50.030329)
8,POINT(22.0020985 50.0264215)
8,POINT(22.003762333333 50.031143666667)
8,POINT(22.000253833333 50.024398166667)
8,POINT(21.997506166667 50.018505333333)
8,POINT(21.9977545 50.018665333333)
8,POINT(21.9951885 50.01624)
8,POINT(21.9988195 50.020687333333)
8,POINT(22.0061875 50.0259425)
8,POINT(22.005204 50.033246166667)
8,POINT(22.003706166667 50.037139166667)
8,POINT(22.021738833333 50.017485666667)
8,POINT(22.007689166667 50.037401833333)
8,POINT(22.006332666667 50.037716833333)
8,POINT(22.009621 50.0377705)
8,POINT(22.001711666667 50.037243833333)
8,POINT(21.9760745 50.039543166667)
8,POINT(21.999426833333 50.026861333333)
8,POINT(22.0048755 50.030517)
8,POINT(22.001557833333 50.029671)
8,POINT(22.001752166667 50.037431)
8,POINT(21.999100833333 50.041616833333)
8,POINT(22.017661166667 50.019314333333)
8,POINT(22.001145833333 50.036059)
8,POINT(22.008278166667 50.037513)
8,POINT(22.019410666667 50.0342785)
8,POINT(22.0033105 50.036879)
8,POINT(22.003674 50.031351)
8,POINT(22.0036675 50.031325833333)
8,POINT(22.003686333333 50.031361)
8,POINT(22.053473833333 50.019083166667)
8,POINT(22.003646 50.0313405)
8,POINT(22.004821333333 50.030589)
8,POINT(22.000255333333 50.029839333333)
8,POINT(22.000312 50.029873)
8,POINT(22.000355 50.02985)
8,POINT(22.000476833333 50.029881166667)
8,POINT(22.0004915 50.029988166667)
8,POINT(22.000533833333 50.0297475)
8,POINT(21.992087 50.032273333333)
8,POINT(22.017025333333 50.0365955)
8,POINT(22.0022125 50.032869333333)
8,POINT(22.004615666667 50.037868)
8,POINT(22.005927166667 50.024804666667)
8,POINT(22.006065833333 50.024748166667)
8,POINT(22.0041255 50.037217666667)
8,POINT(22.006076166667 50.024741666667)
8,POINT(21.995922833333 50.038457)
8,POINT(22.007766666667 50.037709)
8,POINT(22.004756666667 50.030523833333)
8,POINT(22.003458 50.029885)
8,POINT(22.0014545 50.036937833333)
8,POINT(22.001461666667 50.0398985)
8,POINT(22.002394166667 50.032785333333)
8,POINT(22.008216666667 50.037581833333)
8,POINT(22.017185333333 50.030350666667)
8,POINT(22.004735333333 50.04145)
8,POINT(22.007952333333 50.039162333333)
8,POINT(21.995070833333 50.020496833333)
8,POINT(21.995029166667 50.0204855)
8,POINT(22.0128855 50.019078833333)
8,POINT(21.996767 50.023666)
8,POINT(22.021686166667 50.017485666667)
8,POINT(22.021739833333 50.017520333333)
8,POINT(22.021822666667 50.017528166667)
8,POINT(21.994527666667 50.019809)
8,POINT(21.987309666667 50.043302166667)
8,POINT(21.9967565 50.036157833333)
8,POINT(22.0126705 50.028031666667)
8,POINT(22.000723833333 50.0298815)
8,POINT(22.000549333333 50.029714)
8,POINT(21.998844833333 50.0417445)
8,POINT(22.013970666667 50.033966)
8,POINT(22.0176905 50.019622)
8,POINT(22.021793833333 50.017515166667)
8,POINT(22.003132833333 50.020043333333)
8,POINT(21.987203333333 50.043300333333)
8,POINT(22.000889 50.029682)
8,POINT(22.002683333333 50.027563666667)
8,POINT(22.000929333333 50.0248955)
8,POINT(22.000508666667 50.024726833333)
8,POINT(21.9977975 50.039419333333)
8,POINT(22.02169 50.017528833333)
8,POINT(22.001158166667 50.036083333333)
8,POINT(22.002463166667 50.037608333333)
8,POINT(22.00468 50.0373035)
8,POINT(22.013021333333 50.0278075)
8,POINT(22.004749666667 50.037314)
8,POINT(21.999754166667 50.039217166667)
8,POINT(22.003698166667 50.0313755)
8,POINT(21.994748333333 50.039126666667)
8,POINT(21.995567 50.023080666667)
8,POINT(21.995610333333 50.023153166667)
8,POINT(21.997895 50.039507166667)
8,POINT(22.003657 50.0313325)
8,POINT(22.0042585 50.031545166667)
8,POINT(21.994744333333 50.039116833333)
8,POINT(21.995680166667 50.023146)
8,POINT(22.002344 50.036522166667)
8,POINT(22.008966833333 50.029545)
8,POINT(22.013016833333 50.0280035)
8,POINT(21.99545 50.037892333333)
8,POINT(21.9945595 50.019753833333)
8,POINT(22.004971666667 50.030530333333)
8,POINT(22.0013735 50.036792833333)
8,POINT(22.001363333333 50.0518615)
8,POINT(21.999804 50.046537333333)
8,POINT(21.9998875 50.046533333333)
8,POINT(21.999373666667 50.046409)
8,POINT(21.995589166667 50.023072166667)
8,POINT(21.995664666667 50.023045666667)
8,POINT(22.006230166667 50.024759166667)
8,POINT(22.0059925 50.024904)
8,POINT(22.006068166667 50.024804)
8,POINT(21.994475 50.020075666667)
8,POINT(22.003768 50.03692)
8,POINT(22.006330833333 50.0321565)
8,POINT(22.0054 50.032792833333)
8,POINT(22.002692833333 50.039709833333)
8,POINT(22.011966833333 50.0339315)
8,POINT(21.9945835 50.019768)
8,POINT(22.012902833333 50.019099833333)
8,POINT(21.991463 50.024535666667)
8,POINT(22.021482666667 50.029277)
8,POINT(22.0127775 50.019029833333)
8,POINT(22.005688666667 50.025129666667)
8,POINT(22.02133 50.0293825)
8,POINT(22.017112333333 50.023018833333)
8,POINT(21.994734833333 50.0197065)
8,POINT(22.003738333333 50.036825666667)
8,POINT(22.003785333333 50.0378985)
8,POINT(21.994590333333 50.019775)
8,POINT(22.004789166667 50.030507)
8,POINT(22.0006065 50.029755166667)
8,POINT(21.994601666667 50.019854666667)
8,POINT(22.012819666667 50.01912)
8,POINT(22.012835833333 50.0189875)
8,POINT(21.986834333333 50.043305833333)
8,POINT(21.984635 50.0397695)
8,POINT(21.986209166667 50.040581333333)
8,POINT(22.001413666667 50.036422333333)
8,POINT(22.017657166667 50.028895833333)
8,POINT(22.001302333333 50.037898166667)
8,POINT(22.0026965 50.037470166667)
8,POINT(22.001487166667 50.038132833333)
8,POINT(22.002721333333 50.037482166667)
8,POINT(22.002780333333 50.0379905)
8,POINT(22.021620333333 50.017476166667)
8,POINT(21.995596 50.0230795)
8,POINT(21.996686666667 50.0235895)
8,POINT(21.992421333333 50.031176666667)
8,POINT(22.000989166667 50.036037166667)
8,POINT(22.012989166667 50.0265905)
8,POINT(22.002625666667 50.037564)
8,POINT(22.001039833333 50.035966166667)
8,POINT(22.004644833333 50.030550166667)
8,POINT(21.995656 50.023441166667)
8,POINT(22.021809333333 50.017518333333)
8,POINT(22.004994666667 50.033166666667)
8,POINT(22.003687666667 50.037456333333)
8,POINT(22.005698166667 50.025127333333)
8,POINT(22.013372833333 50.027960166667)
8,POINT(21.998927333333 50.041549666667)
8,POINT(22.021789 50.017498666667)
8,POINT(22.002786833333 50.038677666667)
8,POINT(21.997884833333 50.039353833333)
8,POINT(22.021875166667 50.017488)
8,POINT(22.021759666667 50.0175095)
8,POINT(22.006791166667 50.034221833333)
8,POINT(22.002869833333 50.039674166667)
8,POINT(21.984056666667 50.045208)
8,POINT(22.004331833333 50.037362166667)
8,POINT(21.975823 50.039358666667)
8,POINT(21.994063833333 50.015213166667)
8,POINT(21.975810833333 50.039379666667)
8,POINT(21.9757905 50.039420666667)
8,POINT(22.0030725 50.033644333333)
8,POINT(21.9757975 50.039444166667)
8,POINT(22.003118333333 50.033562333333)
8,POINT(22.000431166667 50.029728)
8,POINT(21.995664166667 50.038493166667)
8,POINT(21.995331333333 50.038440833333)
8,POINT(21.996806 50.0235595)
8,POINT(22.012919166667 50.026558166667)
8,POINT(22.013237666667 50.026433)
8,POINT(21.995089166667 50.020480666667)
8,POINT(22.000550666667 50.029698166667)
8,POINT(22.002446833333 50.032463666667)
8,POINT(22.0049595 50.0304795)
8,POINT(22.017581833333 50.019332333333)
8,POINT(22.003713166667 50.031485666667)
8,POINT(22.008207166667 50.039867833333)
8,POINT(22.0037705 50.0314125)
8,POINT(22.004999333333 50.0332005)
8,POINT(21.9979395 50.0394445)
8,POINT(22.004743333333 50.030510666667)
8,POINT(22.005599666667 50.037522166667)
8,POINT(22.0048285 50.032455)
8,POINT(22.0043675 50.037403)
8,POINT(22.004359 50.037415)
8,POINT(22.004805666667 50.029924333333)
8,POINT(22.004325666667 50.037450166667)
8,POINT(22.013010166667 50.018938166667)
8,POINT(22.014874 50.018341666667)
8,POINT(22.006929666667 50.0339325)
8,POINT(21.970631666667 50.053078166667)
8,POINT(22.007044 50.033844833333)
8,POINT(21.970597666667 50.052898333333)
8,POINT(22.004950166667 50.033126833333)
8,POINT(21.970613833333 50.053053)
8,POINT(22.003866666667 50.040670333333)
8,POINT(22.021753666667 50.017499166667)
8,POINT(21.996856 50.023554833333)
8,POINT(21.996714 50.0235225)
8,POINT(22.003852333333 50.037643666667)
8,POINT(22.003886 50.037654)
8,POINT(22.004105 50.034684833333)
8,POINT(22.003644166667 50.036524333333)
8,POINT(21.995461833333 50.037902333333)
8,POINT(21.996768333333 50.023469)
8,POINT(21.995156833333 50.023666333333)
8,POINT(21.994952333333 50.023032333333)
8,POINT(21.995738333333 50.0235195)
8,POINT(22.006997666667 50.0373865)
8,POINT(21.9957655 50.0377945)
8,POINT(21.996829833333 50.023554666667)
8,POINT(22.0087605 50.018968166667)
8,POINT(22.000770166667 50.038108833333)
8,POINT(22.000907833333 50.038069)
8,POINT(21.997430333333 50.038272166667)
8,POINT(22.004558 50.036720166667)
8,POINT(22.0007785 50.040634666667)
8,POINT(22.003384 50.035747833333)
8,POINT(22.003527 50.035691833333)
8,POINT(22.003391 50.035670666667)
8,POINT(22.019389 50.034245)
8,POINT(22.004389833333 50.030675333333)
8,POINT(22.002635666667 50.0395355)
8,POINT(22.001288333333 50.036651666667)
8,POINT(22.016404333333 50.030718666667)
8,POINT(22.022259166667 50.038035666667)
8,POINT(22.0177845 50.029135833333)
8,POINT(22.017650166667 50.029087)
8,POINT(22.001143333333 50.036586)
8,POINT(22.022293 50.038087666667)
8,POINT(22.0010395 50.0364295)
8,POINT(21.984250333333 50.045120166667)
8,POINT(22.001189166667 50.034536833333)
8,POINT(22.0046625 50.030464)
8,POINT(22.005062666667 50.030689166667)
8,POINT(22.004649166667 50.030357166667)
8,POINT(21.984191 50.045132833333)
8,POINT(22.004616333333 50.030420666667)
8,POINT(22.009089 50.029578166667)
8,POINT(22.004955666667 50.033114333333)
8,POINT(22.008327166667 50.017454666667)
8,POINT(21.975833666667 50.039338833333)
8,POINT(22.007929 50.0392505)
8,POINT(21.984872166667 50.038288833333)
8,POINT(22.002537 50.039412833333)
8,POINT(22.018876666667 50.028287666667)
8,POINT(22.016715 50.036485)
8,POINT(22.021772666667 50.017509)
8,POINT(22.003681333333 50.035576833333)
8,POINT(21.999334 50.032458166667)
8,POINT(22.004175666667 50.033131166667)
8,POINT(22.012163833333 50.034754166667)
8,POINT(22.003741 50.0371155)
8,POINT(22.005830166667 50.024351)
8,POINT(22.006007666667 50.024577833333)
8,POINT(22.017050833333 50.037225666667)
8,POINT(22.017793166667 50.029083666667)
8,POINT(22.017995333333 50.029218333333)
8,POINT(22.018255333333 50.0288475)
8,POINT(22.018019833333 50.028745166667)
8,POINT(22.005544833333 50.024864666667)
8,POINT(22.005775666667 50.0248185)
8,POINT(22.007707166667 50.029631333333)
8,POINT(22.005242333333 50.037514666667)
8,POINT(22.004939666667 50.030515833333)
8,POINT(22.004917166667 50.030714833333)
8,POINT(22.004933833333 50.030731166667)
8,POINT(22.004954833333 50.033114833333)
8,POINT(22.0108405 50.022365166667)
8,POINT(22.005957166667 50.024557333333)
8,POINT(22.002441166667 50.039415666667)
8,POINT(22.000673333333 50.0298445)
8,POINT(22.0090035 50.029512333333)
8,POINT(22.001729333333 50.037288666667)
8,POINT(22.004732833333 50.0306515)
8,POINT(22.002451833333 50.027202833333)
8,POINT(22.004803 50.030713333333)
8,POINT(22.002458833333 50.027137)
8,POINT(22.004778833333 50.0306355)
8,POINT(22.0040425 50.033065)
8,POINT(21.999419166667 50.040559333333)
8,POINT(21.993414333333 50.020554666667)
8,POINT(21.993486666667 50.020516333333)
8,POINT(22.004452333333 50.0341245)
8,POINT(22.0006925 50.029839166667)
8,POINT(22.001255333333 50.0342985)
8,POINT(22.0036745 50.031501666667)
8,POINT(21.993454666667 50.020555333333)
8,POINT(22.004188666667 50.033075166667)
8,POINT(22.006078166667 50.024532833333)
8,POINT(22.001051666667 50.029549166667)
8,POINT(22.003737166667 50.031506)
8,POINT(22.008800833333 50.036538833333)
8,POINT(22.006061333333 50.024476833333)
8,POINT(22.0217975 50.017531666667)
8,POINT(22.004990333333 50.0305225)
8,POINT(21.996503 50.023747833333)
8,POINT(22.0221495 50.038043)
8,POINT(22.012923 50.019095666667)
8,POINT(22.004681666667 50.0305605)
8,POINT(21.987062 50.043350166667)
8,POINT(22.012758833333 50.019082666667)
8,POINT(22.014857 50.018336166667)
8,POINT(22.005195666667 50.030534333333)
8,POINT(22.004682166667 50.030612333333)
8,POINT(22.012837333333 50.019120666667)
8,POINT(22.006264333333 50.037583666667)
8,POINT(22.0128545 50.0191635)
8,POINT(22.006222166667 50.037545833333)
